,site12
42,0.96
43,0.98
44,0.94
45,0.0799999999999999
46,0.96
47,0.96
48,0.96
49,0.26
50,0.4599999999999999
51,0.94
52,0.96
53,0.92
54,0.98
55,0.38
56,0.16
57,0.98
58,1.0
59,0.92
60,0.98
61,0.42
62,0.36
63,0.98
64,0.96
65,1.0
66,0.4
67,0.14
68,0.42
69,0.94
70,0.14
71,0.94
72,0.94
73,0.98
74,0.92
75,1.0
76,0.96
77,0.98
78,0.96
79,0.9
80,0.96
81,0.96
82,0.98
83,0.94
84,0.36
85,0.38
86,0.94
87,0.1999999999999999
88,0.54
89,0.28
90,1.0
91,0.98
92,0.98
93,0.92
94,0.96
95,1.0
96,1.0
97,1.0
98,0.4
99,0.26
100,0.96
101,0.98
102,0.56
