,site12_(1-4/0),site12_(1-4/5-4),site12_(1-3/5-4),site12_(1-3/0),site12_(1-2/5-4)
42,1.0,1.0,1.0,0.96,0.0
43,0.4,0.4399999999999999,0.3399999999999999,0.24,
44,0.06,0.0999999999999999,0.0,0.0999999999999999,
45,1.0,1.0,1.0,1.0,
46,0.98,0.98,0.98,0.98,
47,0.5,0.8,0.12,0.04,
48,0.52,0.5800000000000001,0.36,0.4,
49,0.98,0.92,0.98,0.98,
50,0.96,0.96,0.96,0.96,
51,0.98,0.02,0.96,0.94,
52,0.96,0.96,0.96,0.96,
53,0.98,0.3199999999999999,0.98,0.96,
54,0.98,0.98,0.96,0.94,
55,0.94,0.92,0.96,0.96,
56,0.96,0.96,0.96,0.96,
57,0.14,0.16,0.0999999999999999,0.14,
58,1.0,0.96,0.98,0.98,
59,1.0,0.06,1.0,0.98,
60,0.4599999999999999,0.8200000000000001,0.3399999999999999,0.2199999999999999,
61,0.94,0.96,0.96,0.98,
62,0.98,0.96,0.98,0.94,
63,0.02,0.02,0.04,0.06,
64,0.98,0.98,0.96,0.96,
65,0.6799999999999999,0.84,0.3399999999999999,0.14,
66,0.96,0.96,0.96,0.96,
67,1.0,1.0,0.98,0.96,
68,0.96,0.96,1.0,1.0,
69,0.1999999999999999,0.2199999999999999,0.2199999999999999,0.1999999999999999,
70,0.96,1.0,0.96,0.96,
71,0.92,0.92,0.88,0.88,
72,0.14,0.3399999999999999,0.0,0.04,
73,0.18,0.3399999999999999,0.18,0.24,
74,1.0,0.96,0.98,0.98,
75,0.3,0.5800000000000001,0.14,0.24,
76,0.64,0.86,0.14,0.16,
77,0.4399999999999999,0.62,0.3399999999999999,0.38,
78,1.0,1.0,0.94,0.92,
79,0.98,0.98,0.96,0.96,
80,0.98,0.88,0.98,0.96,
81,0.12,0.18,0.06,0.26,
82,0.18,0.4599999999999999,0.18,0.2199999999999999,
83,0.36,0.48,0.1999999999999999,0.3199999999999999,
84,0.94,0.94,0.94,0.94,
85,0.96,0.98,0.94,0.94,
86,0.06,0.06,0.0799999999999999,0.12,
87,0.94,0.96,0.94,0.94,
88,0.98,0.98,0.98,0.98,
89,0.94,0.94,0.94,0.94,
90,0.04,0.28,0.0999999999999999,0.12,
91,0.98,0.12,0.98,0.96,
92,0.3,0.5,0.14,0.16,
93,0.96,0.98,0.94,0.94,
94,0.94,0.9,0.9,0.9,
95,0.16,0.1999999999999999,0.0799999999999999,0.14,
96,0.98,0.94,0.98,0.96,
97,0.98,0.94,0.96,0.96,
98,0.96,0.96,0.96,0.94,
99,0.96,0.96,0.98,1.0,
100,0.36,0.36,0.12,0.16,
101,0.4399999999999999,0.6799999999999999,0.14,0.1999999999999999,
102,1.0,1.0,0.98,0.98,
